,Code,Name,Country,Exchange,Currency,Type,Isin
3943,BBWI,Bath & Body Works Inc.,USA,NYSE,USD,Common Stock,US0708301041
3944,BBXIA,BBX Capital Inc,USA,OTCQX,USD,Common Stock,US0733191052
3945,BBXIB,BBX Capital Inc,USA,PINK,USD,Common Stock,
3946,BBY,Best Buy Co. Inc,USA,NYSE,USD,Common Stock,US0865161014
3947,BC,Brunswick Corporation,USA,NYSE,USD,Common Stock,US1170431092
3948,BC-PA,Brunswick Corp,USA,NYSE,USD,Preferred Stock,
3949,BC-PB,Brunswick Corp,USA,NYSE,USD,Preferred Stock,
3950,BC-PC,Brunswick Corp,USA,NYSE,USD,Preferred Stock,
3952,BCAB,Bioatla Inc,USA,NASDAQ,USD,Common Stock,US09077B1044
3955,BCAL,Southern California Bancorp Common Stock,USA,NASDAQ,USD,Common Stock,US84252A1060
3957,BCAN,BYND Cannasoft Enterprises Inc.,USA,NASDAQ,USD,Common Stock,CA05608P1099
3959,BCAP,Baron Capital,USA,PINK,USD,Common Stock,US06827T1043
3961,BCAT,BlackRock Capital Allocation Trust,USA,NYSE,USD,Common Stock,US09260U1097
3962,BCAUF,Brilliance China Automotive Holdings Ltd,USA,PINK,USD,Common Stock,
3965,BCBCF,The BC Bud Corporation,USA,OTCQB,USD,Common Stock,
3968,BCBNF,Base Carbon Inc,USA,OTCQX,USD,Common Stock,
3969,BCBP,BCB Bancorp Inc,USA,NASDAQ,USD,Common Stock,US0552981039
3972,BCC,Boise Cascad Llc,USA,NYSE,USD,Common Stock,US09739D1000
3976,BCCEF,BacTech Environmental Corporation,USA,OTCQB,USD,Common Stock,
3977,BCCI,Baristas Coffee Company Inc,USA,PINK,USD,Common Stock,US0675943098
3978,BCCLF,Becle SA de CV,USA,PINK,USD,Common Stock,MX01CU010003
3979,BCCMY,BAIC Motor Corporation Limited,USA,PINK,USD,Common Stock,
3980,BCCOY,BICO Group AB (publ),USA,PINK,USD,Common Stock,
3983,BCDA,Biocardia Inc,USA,NASDAQ,USD,Common Stock,US09060U5074
3984,BCDAW,BioCardia Inc,USA,NASDAQ,USD,Common Stock,
3986,BCDMF,Kuuhubb Inc,USA,PINK,USD,Common Stock,
3987,BCDRF,Banco Santander S.A,USA,PINK,USD,Common Stock,
3988,BCDS,Maxwell Resource,USA,PINK,USD,Common Stock,US0934181019
3989,BCE,BCE Inc,USA,NYSE,USD,Common Stock,CA05534B7604
3991,BCEFF,BCE Inc,USA,PINK,USD,Common Stock,
3993,BCEKF,Bear Creek Mining Corporation,USA,OTCQX,USD,Common Stock,CA07380N1042
3994,BCEL,Atreca Inc,USA,NASDAQ,USD,Common Stock,US04965G1094
3999,BCH,Banco De Chile,USA,NYSE,USD,Common Stock,US0595201064
4000,BCHEY,Beach Energy Ltd,USA,PINK,USD,Common Stock,US0733331062
4001,BCHG,Grayscale Bitcoin Cash Trust,USA,OTCQX,USD,Common Stock,US38963P1093
4002,BCHHF,Bucher Industries AG,USA,OTCGREY,USD,Common Stock,
4004,BCHMF,Bachem Holding AG,USA,PINK,USD,Common Stock,
4005,BCHMY,Bachem Holding AG,USA,PINK,USD,Common Stock,
4006,BCHPY,BrainChip Holdings Ltd,USA,OTCQX,USD,Common Stock,
4013,BCII,Blockchain Industries Inc,USA,PINK,USD,Common Stock,US09368L1008
4019,BCKIF,Babcock International Group PLC,USA,PINK,USD,Common Stock,
4020,BCKIY,Babcock International Group PLC ADR,USA,PINK,USD,Common Stock,US0561551047
4021,BCKMF,The Becker Milk Company Limited,USA,PINK,USD,Common Stock,
4022,BCLI,Brainstorm Cell Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US10501E2019
4024,BCLYF,Barclays PLC,USA,PINK,USD,Common Stock,GB0031348658
4026,BCML,BayCom Corp,USA,NASDAQ,USD,Common Stock,US07272M1071
4028,BCMRF,BCM Resources Corporation,USA,PINK,USD,Common Stock,
4030,BCMXY,Bank of Communications Co Ltd ADR,USA,PINK,USD,Common Stock,US0616051019
4031,BCNAF,Barco NV,USA,PINK,USD,Common Stock,
4032,BCNAY,Barco NV ADR,USA,PINK,USD,Common Stock,US06740E1010
4033,BCND,Beacon Redevelopment,USA,PINK,USD,Common Stock,US07367T3068
4034,BCNN,Balincan USA Inc,USA,PINK,USD,Common Stock,
4035,BCNWF,Bitcoin Well Inc.,USA,OTCQB,USD,Common Stock,
4036,BCO,Brinks Company,USA,NYSE,USD,Common Stock,US1096961040
4038,BCOMF,B Communications Ltd,USA,PINK,USD,Common Stock,IL0011076630
4041,BCOV,Brightcove Inc,USA,NASDAQ,USD,Common Stock,US10921T1016
4042,BCOW,1895 of Wisconsin Inc Bancorp,USA,NASDAQ,USD,Common Stock,US28253R1059
4046,BCPC,Balchem Corporation,USA,NASDAQ,USD,Common Stock,US0576652004
4048,BCPPF,BCE Inc,USA,PINK,USD,Common Stock,
4052,BCRD,Blueone Card Inc,USA,OTCQB,USD,Common Stock,US09630X1063
4056,BCRX,BioCryst Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US09058V1035
4057,BCS,Barclays PLC ADR,USA,NYSE,USD,Common Stock,US06738E2046
4058,BCSA,Blockchain Coinvestors Acquisition Corp I,USA,NASDAQ,USD,Common Stock,KYG117651078
4059,BCSAU,Blockchain Coinvestors Acquisition Corp I Unit,USA,NASDAQ,USD,Unit,KYG117651235
4060,BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
4063,BCSF,Bain Capital Specialty Finance Inc,USA,NYSE,USD,Common Stock,US05684B1070
4067,BCSO,Bancorp. of Southern Indiana,USA,PINK,USD,Common Stock,
4070,BCTF,Bancorp 34 Inc,USA,OTCQB,USD,Common Stock,US05970V1061
4072,BCTX,Briacell Therapeutics Corp,USA,NASDAQ,USD,Common Stock,CA10778Y3023
4073,BCTXW,BriaCell Therapeutics Corp,USA,NASDAQ,USD,Common Stock,
4075,BCUCF,Brunello Cucinelli S.p.A,USA,OTCGREY,USD,Common Stock,
4076,BCUCY,Brunello Cucinelli SpA ADR,USA,PINK,USD,Common Stock,US11687Q1094
4077,BCUFF,Bell Copper Corporation,USA,OTCQB,USD,Common Stock,
4078,BCV,Bancroft Fund Limited,USA,NYSE MKT,USD,Common Stock,US0596951063
4079,BCV-PA,Bancroft Fund Ltd,USA,NYSE MKT,USD,Preferred Stock,
4081,BCVVF,BOC Aviation Limited,USA,PINK,USD,Common Stock,
4083,BCYC,Bicycle Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,US0887861088
4085,BDABF,Boule Diagnostics AB (publ),USA,PINK,USD,Common Stock,
4093,BDC,Belden Inc,USA,NYSE,USD,Common Stock,US0774541066
4096,BDCM,Broadcast Marketing Group Inc,USA,PINK,USD,Common Stock,
4097,BDCO,Blue Dolphin Energy Co,USA,OTCQX,USD,Common Stock,US0953953074
4100,BDDDY,Bid Corporation Limited,USA,PINK,USD,Common Stock,
4107,BDGR,Black Dragon Resource Companies Inc,USA,PINK,USD,Common Stock,
4109,BDGSF,Bank of Georgia Group PLC,USA,PINK,USD,Common Stock,
4116,BDIMF,Black Diamond Group Limited,USA,PINK,USD,Common Stock,
4121,BDL,Flanigans Enterprises Inc,USA,NYSE MKT,USD,Common Stock,US3385171059
4127,BDN,Brandywine Realty Trust,USA,NYSE,USD,Common Stock,US1053682035
4128,BDNNY,Boliden AB ADR,USA,PINK,USD,Common Stock,US09752V1026
4132,BDORY,Banco Do Brasil SA,USA,PINK,USD,Common Stock,US0595781040
4133,BDOUF,BDO Unibank Inc,USA,OTCGREY,USD,Common Stock,
4134,BDOUY,BDO Unibank Inc ADR,USA,PINK,USD,Common Stock,US05537Y3045
4135,BDPT,BioAdaptives Inc,USA,PINK,USD,Common Stock,US09072U1079
4136,BDRAF,Bombardier Inc A,USA,OTCQX,USD,Common Stock,CA0977511017
4137,BDRBF,Bombardier Inc,USA,OTCQX,USD,Common Stock,CA0977518616
4138,BDRFF,Beiersdorf Aktiengesellschaft,USA,PINK,USD,Common Stock,
4139,BDRFY,Beiersdorf AG ADR,USA,PINK,USD,Common Stock,US07724U1034
4140,BDRGF,Jaeger Resources Corp,USA,PINK,USD,Common Stock,
4141,BDRL,Blonder Tongue Laboratories Inc,USA,OTCQB,USD,Common Stock,
4142,BDRPF,Bombardier Inc,USA,PINK,USD,Common Stock,
4143,BDRSF,Borders & Southern Petroleum plc,USA,PINK,USD,Common Stock,
4144,BDRX,Biodexa Pharmaceticals,USA,NASDAQ,USD,Common Stock,
4145,BDRXF,Bombardier Inc,USA,PINK,USD,Common Stock,US0977517053
4151,BDSX,Biodesix Inc,USA,NASDAQ,USD,Common Stock,US09075X1081
4152,BDTX,Black Diamond Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US09203E1055
4153,BDULF,Bangkok Dusit Medical Services Public Company Limited,USA,PINK,USD,Common Stock,
4154,BDUUF,Bangkok Dusit Medical Services Public Company Limited,USA,PINK,USD,Common Stock,
4155,BDUUY,Bangkok Dusit Medical Services PCL ADR,USA,PINK,USD,Common Stock,US05989Q1067
4156,BDVB,Bagger Dave's Burger Tavern Inc,USA,PINK,USD,Common Stock,
4157,BDVC,Business Development Corp Of America,USA,PINK,USD,Common Stock,
4158,BDVG,Litman Gregory Funds Trust,USA,NYSE ARCA,USD,Common Stock,
4159,BDVSF,Bidvest Group Ltd,USA,PINK,USD,Common Stock,ZAE000117321
4160,BDVSY,Bidvest Group Ltd PK,USA,PINK,USD,Common Stock,US0888363092
4161,BDWBF,Budweiser Brewing Company APAC Limited,USA,PINK,USD,Common Stock,
4162,BDWBY,Budweiser Brewing Company APAC Limited,USA,PINK,USD,Common Stock,
4163,BDX,Becton Dickinson and Company,USA,NYSE,USD,Common Stock,US0758871091
4164,BDYS,BodyScan Corp,USA,OTCCE,USD,Common Stock,
4165,BE,Bloom Energy Corp,USA,NYSE,USD,Common Stock,US0937121079
4166,BEAM,Beam Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US07373V1052
4168,BEAT,Heartbeam Inc,USA,NASDAQ,USD,Common Stock,US42238H1086
4169,BEATW,Heartbeam Inc. Warrant,USA,NASDAQ,USD,Common Stock,
4170,BEBE,bebe stores inc,USA,OTCQB,USD,Common Stock,US0755712082
4171,BECN,Beacon Roofing Supply Inc,USA,NASDAQ,USD,Common Stock,US0736851090
4173,BECTY,Bechtle AG,USA,PINK,USD,Common Stock,
4174,BECVY,BEC World PCL ADR,USA,PINK,USD,Common Stock,US05541A1025
4177,BEDU,Bright Scholar Education Holdings Ltd Class A,USA,NYSE,USD,Common Stock,US1091991091
4180,BEEM,Beam Global,USA,NASDAQ,USD,Common Stock,US07373B1098
4181,BEEMW,Beam Global,USA,NASDAQ,USD,Common Stock,
4182,BEEP,Mobile Infrastructure Corporation,USA,NYSE MKT,USD,Common Stock,
4184,BEGI,Blackstar Enterprise Group Inc,USA,PINK,USD,Common Stock,US09259B1044
4189,BEHL,Biocentric Energy Holdings Inc,USA,PINK,USD,Common Stock,
4190,BEIJF,Beijing North Star Company Limited,USA,PINK,USD,Common Stock,
4191,BEKAY,NV Bekaert SA ADR,USA,PINK,USD,Common Stock,US62943Y1055
4192,BEKE,Ke Holdings Inc,USA,NYSE,USD,Common Stock,US4824971042
4193,BELDF,Batero Gold Corp,USA,PINK,USD,Common Stock,
4194,BELFA,Bel Fuse A Inc,USA,NASDAQ,USD,Common Stock,US0773472016
4195,BELFB,Bel Fuse B Inc,USA,NASDAQ,USD,Common Stock,US0773473006
4196,BELGF,Bellevue Gold Limited,USA,PINK,USD,Common Stock,
4197,BELMF,Belmont Resources Inc,USA,PINK,USD,Common Stock,
4198,BELP,Belpointe REIT Inc,USA,OTCQX,USD,Common Stock,
4199,BELR,Bell Rose Capital Inc,USA,PINK,USD,Common Stock,
4209,BEN,Franklin Resources Inc,USA,NYSE,USD,Common Stock,US3546131018
4210,BENF,Beneficient Class A Common Stock,USA,NASDAQ,USD,Common Stock,
4211,BENFW,Beneficient Warrant,USA,NASDAQ,USD,Common Stock,
4212,BENH,Bio-En Holdings Corp,USA,PINK,USD,Common Stock,
4213,BENZF,Benz Mining Corp,USA,PINK,USD,Common Stock,
4214,BEOB,BEO Bancorp,USA,PINK,USD,Common Stock,
4216,BEOLF,Beyond Oil Ltd.,USA,PINK,USD,Common Stock,
4217,BEP,Brookfield Renewable Partners LP,USA,NYSE,USD,Common Stock,BMG162581083
4218,BEP-PA,Brookfield Renewable Partners L.P,USA,NYSE,USD,Preferred Stock,
4219,BEPC,Brookfield Renewable Corp,USA,NYSE,USD,Common Stock,CA11284V1058
4220,BEPH,BEPH,USA,NYSE,USD,Common Stock,
4221,BEPI,BEPI,USA,NYSE,USD,Common Stock,
4222,BEPTF,Beach Energy Ltd,USA,PINK,USD,Common Stock,AU000000BPT9
4226,BERI,Blue Earth Resources Inc,USA,PINK,USD,Common Stock,
4228,BERY,Berry Global Group Inc,USA,NYSE,USD,Common Stock,US08579W1036
4232,BESIY,BE Semiconductor Industries NV ADR,USA,PINK,USD,Common Stock,US0733201034
4233,BEST,BEST Inc,USA,NYSE,USD,Common Stock,US08653C1062
4234,BESVF,BE Semiconductor Industries N.V,USA,PINK,USD,Common Stock,
4236,BETRF,BetterLife Pharma Inc,USA,OTCQB,USD,Common Stock,CA08772P2026
4237,BETRW,Better Home & Finance Holding Company,USA,NASDAQ,USD,Common Stock,
4238,BETW,Bettwork Industries Inc,USA,PINK,USD,Common Stock,
4240,BEUT,Science to Consumers Inc,USA,PINK,USD,Common Stock,
4241,BEVFF,Diversified Royalty Corp,USA,PINK,USD,Common Stock,
4242,BEVVF,Bee Vectoring Technologies International Inc,USA,OTCQB,USD,Common Stock,
4243,BEWFF,BeWhere Holdings Inc,USA,OTCQB,USD,Common Stock,
4247,BF-A,Brown-Forman Corporation,USA,NYSE,USD,Common Stock,US1156371007
4248,BF-B,Brown-Forman Corporation,USA,NYSE,USD,Common Stock,US1156372096
4249,BFAC,Battery Future Acquisition Corp,USA,NYSE,USD,Common Stock,KYG0888J1085
4252,BFAM,Bright Horizons Family Solutions Inc,USA,NYSE,USD,Common Stock,US1091941005
4255,BFC,Bank First National Corp,USA,NASDAQ,USD,Common Stock,US06211J1007
4257,BFCC,BankFirst Capital Corporation,USA,OTCQX,USD,Common Stock,
4261,BFCH,BitFrontier Capital Holdings Inc,USA,PINK,USD,Common Stock,US09174L1044
4263,BFDE,Bedford Energy Inc,USA,PINK,USD,Common Stock,
4265,BFFAF,BASF SE NA O.N.,USA,OTCQX,USD,Common Stock,DE000BASF111
4268,BFFTF,Biofrontera AG,USA,PINK,USD,Common Stock,
4274,BFH,Bread Financial Holdings Inc,USA,NYSE,USD,Common Stock,US0185811082
4275,BFHJ,Beneficial Holdings Inc,USA,PINK,USD,Common Stock,
4276,BFI,Burgerfi International Inc,USA,NASDAQ,USD,Common Stock,US12122L1017
4281,BFIIW,BurgerFi International LLC,USA,NASDAQ,USD,Common Stock,
4283,BFIN,BankFinancial Corporation,USA,NASDAQ,USD,Common Stock,US06643P1049
4287,BFIX,Build Funds Trust,USA,NYSE ARCA,USD,Common Stock,
4288,BFK,BlackRock Municipal Income Closed Fund,USA,NYSE,USD,Common Stock,US09248F1093
4290,BFLBF,Bilfinger SE,USA,PINK,USD,Common Stock,
4291,BFLBY,Bilfinger SE ADR,USA,PINK,USD,Common Stock,US09003Q1004
4292,BFLY,Butterfly Network Inc,USA,NYSE,USD,Common Stock,US1241551027
4296,BFNH,BioForce Nanosciences Holdings Inc,USA,PINK,USD,Common Stock,US09064C2061
4303,BFRG,Bullfrog AI Holdings Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
4304,BFRGW,Bullfrog AI Holdings Inc. Warrants,USA,NASDAQ,USD,Common Stock,
4305,BFRI,Biofrontera Inc,USA,NASDAQ,USD,Common Stock,US09077D1000
4306,BFRIW,Biofrontera Inc. Warrants,USA,NASDAQ,USD,Common Stock,
4311,BFS,Saul Centers Inc,USA,NYSE,USD,Common Stock,US8043951016
4312,BFS-PD,Saul Centers Inc,USA,NYSE,USD,Preferred Stock,
4313,BFS-PE,Saul Centers Inc,USA,NYSE,USD,Preferred Stock,
4314,BFSAF,Befesa S.A,USA,PINK,USD,Common Stock,
4316,BFST,Business First Bancshares Inc,USA,NASDAQ,USD,Common Stock,US12326C1053
4323,BFYW,Sauer Energy Inc,USA,OTCQB,USD,Common Stock,US08771B1052
4324,BFZ,BlackRock California Municipal Income Closed Fund,USA,NYSE,USD,Common Stock,US09248E1029
4325,BG,Bunge Limited,USA,NYSE,USD,Common Stock,BMG169621056
4326,BGACF,BioNeutra Global Corporation,USA,OTCQB,USD,Common Stock,
4327,BGADF,Brigadier Gold Limited,USA,PINK,USD,Common Stock,
4334,BGAOF,Proximus PLC,USA,PINK,USD,Common Stock,
4335,BGAOY,Proximus NV ADR,USA,PINK,USD,Common Stock,US74428W1080
4338,BGAVF,Bravada Gold Corporation,USA,OTCQB,USD,Common Stock,
4341,BGC,BGC Group Inc. ,USA,NASDAQ,USD,Common Stock,
4362,BGEM,Blue Gem Enterprise,USA,PINK,USD,Common Stock,US09548T1060
4371,BGFGF,Beauce Gold Fields Inc,USA,PINK,USD,Common Stock,
4376,BGFV,Big 5 Sporting Goods Corporation,USA,NASDAQ,USD,Common Stock,US08915P1012
4389,BGI,Birks Group Inc,USA,NYSE MKT,USD,Common Stock,CA09088U1093
4397,BGKKF,Bangkok Bank Public Company Limited,USA,OTCGREY,USD,Common Stock,
4400,BGLC,BioNexus Gene Lab Corp Common stock,USA,NASDAQ,USD,Common Stock,
4409,BGMD,BG Medicine Inc,USA,PINK,USD,Common Stock,US08861T2069
4412,BGNE,BeiGene Ltd,USA,NASDAQ,USD,Common Stock,US07725L1026
4415,BGNRF,Black Gold Gas & Oil Inc,USA,OTCGREY,USD,Common Stock,
4416,BGNX,Bio-Genex Laboratories Inc,USA,PINK,USD,Common Stock,
4418,BGOUF,Bang & Olufsen a/s,USA,PINK,USD,Common Stock,
4424,BGR,BlackRock Energy and Resources Closed Fund,USA,NYSE,USD,Common Stock,US09250U1016
4426,BGRDF,Tony G Co-Investment Holdings Ltd,USA,PINK,USD,Common Stock,CA89032Q1072
4431,BGRP,Bluestem Group Inc,USA,PINK,USD,Common Stock,
4435,BGS,B&G Foods Inc,USA,NYSE,USD,Common Stock,US05508R1068
4438,BGSF,BG Staffing Inc,USA,NYSE,USD,Common Stock,US05601C1053
4443,BGTTD,GOAT Industries Ltd.,USA,OTCQB,USD,Common Stock,
4444,BGTTF,Billy Goat Brands Ltd,USA,OTCQB,USD,Common Stock,CA0901871057
4447,BGUUF,Benguet Corp B,USA,OTCGREY,USD,Common Stock,PHY078321437
4452,BGXX,Bright Green Corp,USA,NASDAQ,USD,Common Stock,US10920G1004
4454,BH,Biglari Holdings Inc,USA,NYSE,USD,Common Stock,US08986R3093
4455,BH-A,Biglari Holdings Inc,USA,NYSE,USD,Common Stock,
4456,BHAC,Barington/Hilco Acquisition,USA,NASDAQ,USD,Common Stock,US22677T1025
4457,BHACU,Crixus Bh3 Acquisition Co Unit,USA,NASDAQ,USD,Unit,US22677T2015
4458,BHAT,Blue Hat Interactive Entertainment ,USA,NASDAQ,USD,Common Stock,KYG1329V2058
4459,BHB,Bar Harbor Bankshares Inc,USA,NYSE MKT,USD,Common Stock,US0668491006
4460,BHBCQ,Beverly Hills Bancorp Inc,USA,OTCCE,USD,Common Stock,
4462,BHBSY,PT Berkah Beton Sadaya Tbk,USA,OTCQX,USD,Common Stock,
4463,BHC,Bausch Health Companies Inc,USA,NYSE,USD,Common Stock,CA0717341071
4467,BHDB,Bank of Labor Bancshares Inc,USA,PINK,USD,Common Stock,
4468,BHE,Benchmark Electronics Inc,USA,NYSE,USD,Common Stock,US08160H1014
4470,BHF,Brighthouse Financial Inc,USA,NASDAQ,USD,Common Stock,US10922N1037
4471,BHFAL,Brighthouse Financial Inc,USA,NASDAQ,USD,Common Stock,
4472,BHFAM,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
4473,BHFAN,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
4474,BHFAO,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
4475,BHFAP,Brighthouse Financial Inc,USA,NASDAQ,USD,Preferred Stock,
4476,BHG,Bright Health Group Inc,USA,NYSE,USD,Common Stock,US10920V1070
4477,BHHKF,Benchmark Botanics Inc,USA,PINK,USD,Common Stock,
4479,BHIL,Benson Hill Inc,USA,NYSE,USD,Common Stock,US0824901039
4481,BHK,BlackRock Core Bond Closed Fund,USA,NYSE,USD,Common Stock,US09249E1010
4482,BHKLY,BOC Hong Kong Holdings Ltd ADR,USA,PINK,USD,Common Stock,US0968132094
4483,BHLB,Berkshire Hills Bancorp Inc,USA,NYSE,USD,Common Stock,US0846801076
4484,BHLIF,Bradda Head Lithium Limited,USA,OTCQB,USD,Common Stock,
4485,BHLL,Bunker Hill Mining Corp,USA,PINK,USD,Common Stock,US1206132037
4486,BHM,Bluerock Homes Trust Inc.,USA,NYSE MKT,USD,Common Stock,
4487,BHNGF,Bhang Inc,USA,OTCQB,USD,Common Stock,
4488,BHOOY,Boohoo.Com PLC ADR,USA,PINK,USD,Common Stock,US09853T1051
4489,BHP,BHP Group Limited,USA,NYSE,USD,Common Stock,US0886061086
4490,BHPA,BHPA Inc,USA,PINK,USD,Common Stock,US05549Q1094
4491,BHPLF,BHP Group Limited,USA,PINK,USD,Common Stock,AU000000BHP4
4492,BHR,Braemar Hotel & Resorts Inc,USA,NYSE,USD,Common Stock,US10482B1017
4493,BHR-PB,Braemar Hotels & Resorts Inc,USA,NYSE,USD,Preferred Stock,
4494,BHR-PD,Braemar Hotels & Resorts Inc,USA,NYSE,USD,Preferred Stock,
4495,BHRB,Burke & Herbert Financial Services Corp. Common Stock,USA,NASDAQ,USD,Common Stock,US1213311020
4496,BHSIF,Bayhorse Silver Inc,USA,OTCQB,USD,Common Stock,
4499,BHTLF,Bechtle AG,USA,PINK,USD,Common Stock,
4500,BHV,BlackRock Virginia MBT,USA,NYSE,USD,Common Stock,US0924811005
4501,BHVN,Biohaven Pharmaceutical Holding Co Ltd,USA,NYSE,USD,Common Stock,
4502,BHWB,Blackhawk Bancorp Inc,USA,OTCQX,USD,Common Stock,US09237E1055
4512,BIAF,bioAffinity Technologies Inc.,USA,NASDAQ,USD,Common Stock,
4513,BIAFW,bioAffinity Technologies Inc. Warrant,USA,NASDAQ,USD,Common Stock,
4537,BICB,BioCube Inc,USA,PINK,USD,Common Stock,
4539,BICEF,Société BIC SA,USA,PINK,USD,Common Stock,
4540,BICEY,Société BIC SA,USA,PINK,USD,Common Stock,
4545,BICTF,Biocure Technology Inc,USA,PINK,USD,Common Stock,
4547,BIDCF,BlockchainK2 Corp,USA,OTCQB,USD,Common Stock,
4553,BIDU,Baidu Inc,USA,NASDAQ,USD,Common Stock,US0567521085
4559,BIEI,Premier Biomedical Inc,USA,PINK,USD,Common Stock,US74048K2033
4560,BIEL,Bioelectronics Corp,USA,PINK,USD,Common Stock,US09062H1086
4563,BIESF,Biotest Aktiengesellschaft,USA,PINK,USD,Common Stock,
4565,BIG,Big Lots Inc,USA,NYSE,USD,Common Stock,US0893021032
4567,BIGC,Bigcommerce Holdings Inc,USA,NASDAQ,USD,Common Stock,US08975P1084
4577,BIGZ,Blackrock Innovation & Growth Trust,USA,NYSE,USD,Common Stock,US09260Q1085
4578,BIIAF,Buhler Industries Inc,USA,PINK,USD,Common Stock,
4579,BIIB,Biogen Inc,USA,NASDAQ,USD,Common Stock,US09062X1037
4584,BIIO,Bionovate Technologies Corp,USA,OTCCE,USD,Common Stock,
4590,BILBF,Kinovo plc,USA,PINK,USD,Common Stock,
4592,BILI,Bilibili Inc,USA,NASDAQ,USD,Common Stock,US0900401060
4593,BILL,Bill Com Holdings Inc,USA,NYSE,USD,Common Stock,US0900431000
4599,BIMI,Bimi International Medical Inc,USA,NASDAQ,USD,Common Stock,US05552Q2021
4601,BIMO,Bioneutra Internatio,USA,OTCCE,USD,Common Stock,US0906201050
4604,BIMT,Bitmis Corp,USA,PINK,USD,Common Stock,
4611,BINP,Bionoid Pharma Inc,USA,PINK,USD,Common Stock,
4613,BIO,Bio-Rad Laboratories Inc,USA,NYSE,USD,Common Stock,US0905722072
4614,BIO-B,Bio-Rad Laboratories Inc,USA,NYSE,USD,Common Stock,US0905721082
4615,BIOAF,biOasis Technologies Inc,USA,OTCQB,USD,Common Stock,CA09064N1033
4616,BIOC,Biocept Inc,USA,NASDAQ,USD,Common Stock,US09072V5012
4617,BIOE,Bio Essence Corporation,USA,PINK,USD,Common Stock,
4618,BIOF,Blue Biofuels Inc,USA,OTCQB,USD,Common Stock,US09530Q1022
4619,BIOGF,Biocartis Group NV,USA,PINK,USD,Common Stock,
4620,BIOGY,Biogaia AB ADR,USA,PINK,USD,Common Stock,US09072J1025
4621,BIOIF,Biome Grow Inc,USA,PINK,USD,Common Stock,
4623,BIOL,BIOLASE Inc,USA,NASDAQ,USD,Common Stock,US0909112072
4624,BIONQ,BioNitrogen Holdings Corp,USA,PINK,USD,Common Stock,US09072R1041
4626,BIOQ,Bioqual Inc,USA,PINK,USD,Common Stock,US09065J1016
4627,BIOR,Biora Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US74319F1075
4628,BIOS,BioPlus Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG112171171
4629,BIOSU,BioPlus Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG112171098
4630,BIOSW,BioPlus Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
4632,BIOVF,Swedish Orphan Biovitrum AB (publ),USA,PINK,USD,Common Stock,
4633,BIOX,Bioceres Crop Solutions Corp,USA,NASDAQ,USD,Common Stock,KYG1117K1141
4634,BIOYF,Biosyent Inc.,USA,PINK,USD,Common Stock,CA0906901081
4635,BIP,Brookfield Infrastructure Partners LP,USA,NYSE,USD,Common Stock,BMG162521014
4636,BIP-PA,Brookfield Infrastructure Partners L.P.,USA,NYSE,USD,Preferred Stock,
4637,BIP-PB,Brookfield Infrastructure Partners L.P.,USA,NYSE,USD,Preferred Stock,
4638,BIPC,Brookfield Infrastructure Corp,USA,NYSE,USD,Common Stock,CA11275Q1072
4639,BIPH,Safeplus International Holdings Limited,USA,NYSE,USD,Common Stock,
4640,BIPI,BIP Bermuda Holdings I Limited,USA,NYSE,USD,Common Stock,
4643,BIQIF,BIQI International Holdings Corp,USA,PINK,USD,Common Stock,VGG1288E1034
4646,BIRD,Allbirds Inc,USA,NASDAQ,USD,Common Stock,US01675A1097
4647,BIRDF,Bird Construction Inc,USA,PINK,USD,Common Stock,
4649,BIREF,Birchcliff Energy Ltd.,USA,PINK,USD,Common Stock,CA0906971035
4653,BIRMF,BIOREM Inc,USA,PINK,USD,Common Stock,
4654,BIRNF,BCI Minerals Limited,USA,PINK,USD,Common Stock,
4656,BISA,Baltic International USA Inc,USA,PINK,USD,Common Stock,
4667,BIT,Blackrock Multi Sector Income Closed Fund,USA,NYSE,USD,Common Stock,US09258A1079
4669,BITCF,First BITCoin Capital Corp,USA,OTCCE,USD,Common Stock,CA31932X1050
4670,BITE,Bite Acquisition Corp,USA,NYSE MKT,USD,Common Stock,US09175K1051
4672,BITF,Bitfarms Ltd,USA,NASDAQ,USD,Common Stock,CA09173B1076
4673,BITGF,Biotage AB (publ),USA,OTCGREY,USD,Common Stock,
4677,BITRF,Biotron Limited,USA,PINK,USD,Common Stock,
4680,BITTF,Bitterroot Resources Ltd,USA,PINK,USD,Common Stock,
4686,BIVI,Biovie Inc,USA,NASDAQ,USD,Common Stock,US09074F2074
